id	bedgraph/WB_pCRO_HK1_1910	bedgraph/WB_pCRO_HK2_1910	bedgraph/WB_pCRO_HK3_1910	bedgraph/WB_pCRO_HK4_1910	bedgraph/WB_pCRO_SL1_1910	bedgraph/WB_pChRO_EK6_2003	bedgraph/WB_pChRO_EK33_2003	bedgraph/WB_pChRO_EK45_2003	bedgraph/WB_pChRO_EK52_2003	bedgraph/WB_pChRO_EK53_2003
chr4:152101700-152102000;enhP:LOC100996286:152100752:+;-	1	0	0	1	0	0	0	0	0	0
chr4:152255500-152255700;enhD:LOC100996286:152100817:+;-	1	1	0	1	0	0	0	0	0	0
chr4:152255500-152255700;enhD:LOC100996286:152100817:+;+	0	1	1	0	0	0	0	0	0	0
chr4:152534900-152535550;prm:FBXW7:152535033:-;-	17	29	13	30	9	104	109	21	12	9
chr4:152534900-152535550;prm:FBXW7:152535033:-;+	4	15	12	13	6	6	5	6	11	3
chr4:152535750-152535850;enhP:FBXW7:152535241:+;-	2	5	3	4	0	7	6	3	0	1
chr4:152535950-152537000;prm:DKFZP434I0714:152536263:+;-	122	126	124	336	49	36	167	77	55	7
chr4:152535950-152537000;prm:DKFZP434I0714:152536263:+;+	59	86	85	208	35	26	70	58	23	10
chr4:152643450-152644000;enhG:TMEM154:152680165:-;+	27	31	34	52	13	0	2	3	0	1
chr4:152663150-152663500;enhG:TMEM154:152680165:-;+	5	7	5	6	3	0	0	0	0	0
chr4:152663800-152663950;enhG:TMEM154:152680165:-;+	0	1	0	3	0	0	0	0	0	0
chr4:152678650-152678950;enhP:TMEM154:152680165:-;+	4	4	1	2	1	0	0	0	0	0
chr4:152679950-152680150;prm:TMEM154:152680165:-;-	8	8	6	15	7	0	1	3	1	1
chr4:152679950-152680150;prm:TMEM154:152680165:-;+	6	4	5	13	2	1	1	1	0	0
chr4:152779350-152780500;prm:TIGD4:152779764:-;-	12	20	30	63	7	6	20	12	10	1
chr4:152779350-152780500;prm:ARFIP1:152779936:+;+	52	68	66	129	31	1	0	2	0	1
chr4:152780600-152780800;enhP:TIGD4:152779764:+;-	0	0	0	2	0	0	0	0	0	0
chr4:152936100-152936450;enhD:ARFIP1:152779936:+;-	0	0	0	7	0	0	0	0	0	0
chr4:152936100-152936450;enhD:ARFIP1:152779936:+;+	0	1	1	8	0	0	0	0	0	0
chr4:153152850-153154000;prm:TRIM2:153153117:+;-	2	3	8	29	1	6	15	6	2	2
chr4:153152850-153154000;prm:TRIM2:153153117:+;+	12	13	10	46	8	3	12	7	9	0
chr4:153205150-153205500;enhG:TRIM2:153153117:+;-	0	2	0	1	0	0	0	0	0	0
chr4:153222450-153222650;enhG:TRIM2:153153117:+;-	0	0	0	0	0	0	0	0	0	0
chr4:153223000-153223400;enhG:TRIM2:153153117:+;-	1	2	4	6	0	0	0	0	0	0
chr4:153249050-153249400;enhG:TRIM2:153153117:+;-	7	1	8	16	1	1	0	1	0	0
chr4:153345100-153345500;enhG:TRIM2:153153117:+;-	0	0	0	6	0	0	0	0	0	0
chr4:153433300-153433500;enhD:KIAA0922:153466345:+;-	0	0	0	0	0	1	4	0	0	0
chr4:153433300-153433500;enhD:KIAA0922:153466345:+;+	0	0	1	3	1	0	0	0	0	0
chr4:153433550-153433800;enhD:KIAA0922:153466345:+;-	1	2	0	1	2	0	0	0	0	0
chr4:153433550-153433800;enhD:KIAA0922:153466345:+;+	2	0	2	2	1	0	0	0	0	0
chr4:153439250-153439600;enhD:KIAA0922:153466345:+;-	7	6	9	19	7	3	14	3	0	1
chr4:153439250-153439600;enhD:KIAA0922:153466345:+;+	0	5	1	1	1	2	3	3	0	0
chr4:153466150-153466650;prm:KIAA0922:153466345:+;-	29	48	58	96	9	3	22	4	4	0
chr4:153466150-153466650;prm:KIAA0922:153466345:+;+	175	226	171	457	105	19	61	46	32	7
chr4:153467050-153468000;enhP:KIAA0922:153466345:+;-	11	20	15	41	12	4	13	5	10	5
chr4:153488900-153489200;enhG:KIAA0922:153466345:+;-	2	1	3	6	0	2	4	0	0	1
chr4:153650950-153652050;enhG:KIAA0922:153466345:+;-	30	61	42	78	17	0	4	12	3	1
chr4:153652150-153653000;enhG:KIAA0922:153466345:+;-	7	12	10	18	4	1	4	5	0	0
chr4:153655700-153656250;enhG:KIAA0922:153466345:+;-	12	10	9	25	11	0	3	0	0	0
chr4:153683450-153683550;enhP:TLR2:153684251:-;+	0	0	0	0	0	0	0	0	0	0
chr4:153683650-153684450;prm:TLR2:153684251:+;-	19	24	24	51	22	3	1	0	0	0
chr4:153683650-153684450;prm:TLR2:153684251:+;+	110	129	151	207	46	4	17	10	6	4
chr4:153684800-153685500;enhP:TLR2:153684251:+;-	6	6	5	14	5	0	0	0	0	2
chr4:153685600-153685700;enhP:TLR2:153684251:+;-	0	0	0	0	0	0	0	0	0	0
chr4:153759950-153760050;prm:RNF175:153760235:-;-	0	1	1	2	0	0	0	0	3	1
chr4:153759950-153760050;prm:RNF175:153760235:-;+	3	1	1	1	0	0	0	0	0	0
chr4:154333050-154333500;enhG:DCHS2:154491725:-;+	1	0	4	3	0	0	0	0	0	0
chr4:154415950-154416500;enhG:DCHS2:154491725:-;+	2	1	0	4	0	0	0	0	0	0
chr4:154416550-154416750;enhG:DCHS2:154491725:-;+	0	0	0	3	0	0	0	0	0	0
chr4:154416850-154417150;enhG:DCHS2:154491725:-;+	3	1	3	5	1	0	0	0	0	0
chr4:154491150-154492000;prm:DCHS2:154491725:-;-	0	0	0	10	0	0	2	0	0	0
chr4:154491150-154492000;prm:DCHS2:154491725:-;+	0	2	0	8	0	0	0	0	0	0
chr4:154550350-154550550;prm:PLRG1:154550433:-;-	6	15	10	21	3	0	5	2	0	1
chr4:154550350-154550550;prm:PLRG1:154550433:-;+	0	1	0	0	0	0	0	0	0	0
chr4:155376600-155376800;prm:MAP9:155376970:-;-	5	6	7	32	5	0	2	1	0	0
chr4:155376600-155376800;prm:MAP9:155376970:-;+	0	0	0	3	0	0	0	3	0	0
chr4:155666850-155667350;prm:GUCY1A3:155666709:+;-	2	2	2	13	0	0	0	0	0	0
chr4:155666850-155667350;prm:GUCY1A3:155666709:+;+	2	0	0	16	1	1	3	0	0	0
chr4:155667500-155668350;prm:GUCY1A3:155667662:+;-	4	6	4	28	4	1	8	0	2	0
chr4:155667500-155668350;prm:GUCY1A3:155667662:+;+	0	6	3	13	4	0	0	0	1	2
chr4:155953150-155954000;prm:CTSO:155953896:-;-	68	129	117	203	22	37	86	48	18	5
chr4:155953150-155954000;prm:CTSO:155953896:-;+	28	54	48	104	16	1	2	0	4	1
chr4:156970500-156970650;enhP:PDGFC:156971394:-;+	0	0	0	2	0	0	0	0	0	0
chr4:156971350-156971500;prm:PDGFC:156971394:-;-	0	0	1	2	0	0	2	0	0	0
chr4:156971350-156971500;prm:PDGFC:156971394:-;+	0	0	0	1	0	0	0	0	0	0
chr4:156971600-156972400;enhP:PDGFC:156971394:+;-	1	6	10	15	5	1	0	1	3	2
chr4:157076000-157076400;prm:GLRB:157076124:+;-	0	0	0	3	1	0	0	0	0	0
chr4:157076000-157076400;prm:GLRB:157076124:+;+	0	0	0	29	0	0	0	0	0	0
chr4:157076500-157076650;prm:GLRB:157076402:+;-	0	0	0	0	0	0	0	0	0	0
chr4:157076500-157076650;prm:GLRB:157076402:+;+	0	0	0	6	0	0	0	0	0	0
chr4:158170650-158171850;enhD:TMEM144:158210248:+;-	6	7	8	24	1	0	0	0	0	0
chr4:158170650-158171850;enhD:TMEM144:158210248:+;+	10	9	9	33	7	1	0	0	0	0
chr4:158210100-158210600;prm:TMEM144:158210248:+;-	2	4	2	13	1	1	12	6	0	0
chr4:158210100-158210600;prm:TMEM144:158210248:+;+	1	0	4	4	0	2	3	4	0	0
chr4:158670950-158672750;prm:C4orf46:158672050:-;-	10	24	9	52	9	42	121	116	29	16
chr4:158670950-158672750;prm:ETFDH:158672100:+;+	32	41	32	127	24	35	147	102	27	13
chr4:158722650-158723550;prm:PPID:158723400:-;-	136	250	215	405	71	17	78	49	25	15
chr4:158722650-158723550;prm:PPID:158723400:-;+	15	17	18	43	7	5	20	17	4	0
chr4:158768450-158768600;enhP:FNIP2:158769029:-;+	0	0	0	0	0	0	0	0	0	0
chr4:158768700-158769100;prm:FNIP2:158769029:+;-	12	20	12	27	1	1	8	3	1	1
chr4:158768700-158769100;prm:FNIP2:158769029:+;+	17	33	30	84	12	5	9	0	0	0
chr4:158769400-158769850;enhP:FNIP2:158769029:+;-	3	8	3	12	0	0	3	2	1	2
chr4:159102900-159104500;enhD:FNIP2:158769029:+;-	11	16	10	26	4	15	19	1	12	4
chr4:159102900-159104500;enhD:FNIP2:158769029:+;+	90	187	143	227	46	83	170	109	42	22
chr4:163165950-163166500;enhP:NAF1:163166921:-;+	0	5	1	6	0	0	10	3	0	0
chr4:163166550-163167000;prm:NAF1:163166921:-;-	30	30	21	56	14	8	34	21	11	3
chr4:163166550-163167000;prm:NAF1:163166921:-;+	16	17	7	30	3	5	11	2	2	1
chr4:163332550-163332750;prm:NPY1R:163332795:-;-	0	0	0	3	0	0	0	0	0	0
chr4:163332550-163332750;prm:NPY1R:163332795:-;+	0	0	0	0	0	0	0	0	0	0
chr4:163482050-163482150;enhD:TMA16:163494520:+;-	0	0	0	0	1	0	0	0	0	0
chr4:163482050-163482150;enhD:TMA16:163494520:+;+	0	0	0	0	0	0	0	0	0	0
chr4:163493800-163495500;prm:TMA16:163494520:+;-	42	82	58	144	13	5	32	7	9	3
chr4:163493800-163495500;prm:TMA16:163494520:+;+	59	76	58	171	24	4	26	15	10	4
chr4:163558700-163558850;enhD:TMA16:163494520:+;-	10	8	4	16	0	0	4	2	1	1
chr4:163558700-163558850;enhD:TMA16:163494520:+;+	3	0	0	3	0	0	0	0	0	0
chr4:163592000-163592100;enhD:TMA16:163494520:+;-	0	0	0	1	0	0	0	0	0	0
chr4:163592000-163592100;enhD:TMA16:163494520:+;+	4	1	1	6	1	0	0	0	0	0
chr4:163610700-163610800;enhD:TMA16:163494520:+;-	1	1	2	2	0	1	0	0	0	0
chr4:163610700-163610800;enhD:TMA16:163494520:+;+	0	0	0	0	0	0	0	0	0	0
chr4:163611150-163611600;enhD:TMA16:163494520:+;-	2	1	7	2	2	0	0	0	0	0
chr4:163611150-163611600;enhD:TMA16:163494520:+;+	2	0	0	10	1	0	0	0	0	0
chr4:163611750-163611850;enhD:TMA16:163494520:+;-	1	0	0	2	4	0	0	0	0	0
chr4:163611750-163611850;enhD:TMA16:163494520:+;+	0	0	1	0	0	0	0	0	0	0
chr4:163611900-163612350;enhD:TMA16:163494520:+;-	12	5	2	12	2	0	0	0	0	0
chr4:163611900-163612350;enhD:TMA16:163494520:+;+	4	0	4	12	4	0	0	0	0	0
chr4:163612950-163613150;enhD:TMA16:163494520:+;-	0	3	0	1	2	0	0	0	0	0
chr4:163612950-163613150;enhD:TMA16:163494520:+;+	0	0	0	1	0	0	0	0	0	0
chr4:163613250-163613400;enhD:TMA16:163494520:+;-	3	2	1	10	2	0	0	0	0	0
chr4:163613250-163613400;enhD:TMA16:163494520:+;+	0	0	1	0	2	0	0	0	0	0
chr4:163666400-163666500;enhD:TMA16:163494520:+;-	0	0	0	0	0	0	0	0	0	0
chr4:163666400-163666500;enhD:TMA16:163494520:+;+	0	0	0	0	0	0	0	0	0	0
chr4:164956850-164957000;prm:FAM218A:164956947:+;-	1	0	1	2	0	0	0	0	0	0
chr4:164956850-164957000;prm:FAM218A:164956947:+;+	0	1	0	1	0	0	0	0	0	0
chr4:164977450-164977800;prm:TRIM61:164977666:-;-	20	33	17	30	8	0	0	0	2	1
chr4:164977450-164977800;prm:TRIM61:164977666:-;+	9	10	14	16	1	1	0	4	0	0
chr4:165112050-165113000;prm:TMEM192:165112872:-;-	59	87	83	145	32	4	2	3	4	2
chr4:165112050-165113000;prm:TMEM192:165112872:-;+	4	6	8	10	2	0	0	0	0	0
chr4:165206950-165207100;enhP:KLHL2:165207617:-;+	0	0	0	1	1	0	0	0	0	0
chr4:165207150-165208300;prm:KLHL2:165207617:+;-	57	122	65	142	22	20	39	8	18	9
chr4:165207150-165208300;prm:KLHL2:165207617:+;+	123	221	205	285	40	74	105	52	50	22
chr4:165208350-165208500;enhP:KLHL2:165207617:+;-	0	0	0	0	0	0	0	0	0	0
chr4:165378950-165379200;prm:CPE:165378941:+;-	0	0	0	1	0	0	0	0	0	0
chr4:165378950-165379200;prm:CPE:165378941:+;+	1	2	0	12	2	1	7	7	0	0
chr4:167233600-167233700;enhP:SPOCK3:167234590:-;+	0	0	0	0	0	0	0	0	0	0
chr4:167234500-167235000;prm:SPOCK3:167234426:-;-	0	1	0	4	0	0	0	0	0	0
chr4:167234500-167235000;prm:SPOCK3:167234426:-;+	0	0	0	6	0	0	0	0	0	0
chr4:168318100-168319000;prm:DDX60:168318807:-;-	60	88	73	121	87	22	76	72	11	3
chr4:168318100-168319000;prm:DDX60:168318807:-;+	43	55	65	107	11	2	5	4	0	0
chr4:168479650-168481150;prm:DDX60L:168480514:-;-	225	372	287	535	143	79	312	194	85	35
chr4:168479650-168481150;prm:DDX60L:168480514:-;+	73	90	101	123	38	2	14	9	2	3
chr4:168503950-168504500;enhD:DDX60L:168480514:-;-	5	7	3	7	3	0	0	0	0	0
chr4:168503950-168504500;enhD:DDX60L:168480514:-;+	1	5	6	4	2	0	0	0	0	0
chr4:168631400-168631950;prm:PALLD:168631616:+;-	0	0	0	10	0	0	0	0	0	0
chr4:168631400-168631950;prm:PALLD:168631616:+;+	0	0	0	11	0	0	0	0	0	0
chr4:168831900-168832200;prm:PALLD:168832004:+;-	0	0	0	1	0	0	0	0	0	0
chr4:168831900-168832200;prm:PALLD:168832004:+;+	0	6	3	23	0	0	3	0	0	0
chr4:168877850-168877950;enhG:PALLD:168832004:+;-	0	0	0	0	2	0	0	0	0	0
chr4:169008900-169009800;enhP:CBR4:169010317:-;+	2	4	3	12	3	2	5	3	0	0
chr4:169009850-169010950;prm:CBR4:169010317:-;-	42	58	46	111	11	1	12	8	7	1
chr4:169009850-169010950;prm:CBR4:169010317:-;+	63	120	76	227	49	14	19	24	4	3
chr4:169016150-169016350;enhD:CBR4:169010317:-;-	0	0	0	0	0	0	0	0	0	0
chr4:169016150-169016350;enhD:CBR4:169010317:-;+	0	0	0	1	0	0	0	0	0	0
chr4:169079650-169080800;enhG:SH3RF1:169271098:-;+	8	11	15	22	2	0	0	0	0	0
chr4:169270250-169270600;enhP:SH3RF1:169271098:-;+	0	0	5	16	0	0	0	0	0	0
chr4:169270800-169271500;prm:SH3RF1:169271098:-;-	5	10	2	53	2	0	3	1	1	2
chr4:169270800-169271500;prm:SH3RF1:169271098:-;+	6	3	4	31	0	0	0	0	0	0
chr4:169611950-169612900;prm:NEK1:169612627:-;-	113	191	145	377	51	24	93	73	54	18
chr4:169611950-169612900;prm:NEK1:169612627:-;+	6	10	3	17	2	9	51	41	27	10
chr4:169619450-169620650;prm:CLCN3:169620520:+;-	141	174	143	372	54	13	67	40	15	9
chr4:169619450-169620650;prm:CLCN3:169620520:+;+	67	82	98	184	22	22	74	20	22	9
chr4:169620850-169621000;enhP:CLCN3:169620520:+;-	0	0	0	0	0	0	1	7	0	0
chr4:169660000-169660150;prm:CLCN3:169660061:+;-	0	0	0	0	2	0	0	0	0	0
chr4:169660000-169660150;prm:CLCN3:169660061:+;+	0	0	0	0	0	1	0	4	0	0
chr4:169757850-169758050;prm:C4orf27:169757942:-;-	27	31	31	60	4	1	0	0	0	0
chr4:169757850-169758050;prm:C4orf27:169757942:-;+	0	0	0	0	0	0	0	0	0	0
chr4:170026450-170026700;prm:MFAP3L:170026430:-;-	0	1	1	1	0	0	0	0	0	0
chr4:170026450-170026700;prm:MFAP3L:170026430:-;+	25	46	42	91	11	5	4	3	4	1
chr4:170027200-170027400;enhP:MFAP3L:170026430:+;-	0	0	0	0	0	0	0	0	0	0
chr4:171813250-171813750;prm:LOC441052:171813607:-;-	0	0	0	4	0	0	0	0	0	0
chr4:171813250-171813750;prm:GALNTL6:171813423:+;+	3	6	0	0	0	0	0	0	0	0
chr4:173168100-173168350;enhP:GALNT7:173168752:-;+	2	5	3	9	0	0	0	0	0	0
chr4:173168450-173169300;prm:GALNT7:173168752:+;-	8	22	23	45	4	2	19	7	4	3
chr4:173168450-173169300;prm:GALNT7:173168752:+;+	75	115	87	154	34	36	38	13	13	7
chr4:173169400-173170200;prm:LOC101930370:173169652:-;-	34	60	53	91	10	9	15	7	0	0
chr4:173169400-173170200;prm:LOC101930370:173169652:-;+	34	68	63	84	12	26	34	32	30	22
chr4:173333600-173333800;prm:HMGB2:173333769:-;-	2	5	2	4	1	15	55	14	2	2
chr4:173333600-173333800;prm:HMGB2:173333769:-;+	0	2	0	0	0	2	0	0	0	0
chr4:173334150-173334300;prm:HMGB2:173334358:-;-	93	177	154	322	43	18	120	44	32	13
chr4:173334150-173334300;prm:HMGB2:173334358:-;+	1	2	1	1	0	0	2	0	0	0
chr4:173334400-173334500;prm:HMGB2:173334358:-;-	0	1	0	1	0	1	1	1	0	0
chr4:173334400-173334500;prm:HMGB2:173334358:-;+	0	0	0	0	0	0	0	0	0	0
chr4:173334800-173335000;enhP:HMGB2:173333769:+;-	2	2	0	16	2	0	0	0	0	0
chr4:173369600-173370150;enhP:SAP30:173370941:-;+	42	57	52	129	30	0	0	8	3	1
chr4:173370300-173371000;prm:SAP30:173370941:+;-	31	48	29	84	19	0	0	0	0	0
chr4:173370300-173371000;prm:SAP30:173370941:+;+	23	27	31	81	10	1	6	4	0	0
chr4:173416250-173416500;enhD:SAP30:173370941:+;-	2	6	3	5	0	0	6	8	2	3
chr4:173416250-173416500;enhD:SAP30:173370941:+;+	0	0	0	1	0	0	0	0	0	0
chr4:173501100-173501250;enhD:SAP30:173370941:+;-	0	0	0	0	0	0	0	0	0	0
chr4:173501100-173501250;enhD:SAP30:173370941:+;+	0	0	0	1	0	0	0	0	0	0
chr4:174282800-174284500;prm:FBXO8:174284251:-;-	35	56	73	145	23	12	20	29	14	6
chr4:174282800-174284500;prm:CEP44:174283676:+;+	49	107	71	180	23	10	37	17	5	11
chr4:174521650-174521850;enhP:HPGD:174522893:-;+	0	0	0	0	0	0	0	0	0	0
chr4:174522350-174523300;prm:HPGD:174522893:-;-	12	25	11	34	10	1	10	8	3	3
chr4:174522350-174523300;prm:HPGD:174522893:-;+	10	9	5	27	4	1	1	4	3	1
chr4:176002200-176002500;prm:GPM6A:176002691:-;-	1	6	0	29	0	0	0	0	0	0
chr4:176002200-176002500;prm:GPM6A:176002691:-;+	0	0	0	6	0	0	0	0	0	0
chr4:176065700-176065900;prm:WDR17:176065833:+;-	0	0	0	0	0	0	0	0	0	0
chr4:176065700-176065900;prm:WDR17:176065833:+;+	1	2	0	3	0	0	0	0	0	0
chr4:176195500-176195700;prm:SPATA4:176195671:-;-	0	0	0	1	2	0	0	0	0	0
chr4:176195500-176195700;prm:SPATA4:176195671:-;+	0	0	0	0	0	0	0	0	0	0
chr4:176319450-176320500;prm:SPCS3:176319938:+;-	42	65	61	151	20	32	31	36	10	3
chr4:176319450-176320500;prm:SPCS3:176319938:+;+	209	382	328	592	112	49	41	23	16	1
chr4:176320650-176320950;enhP:SPCS3:176319938:+;-	0	0	0	0	0	0	0	0	0	0
chr4:177309200-177309300;enhP:NEIL3:177309836:-;+	0	0	0	0	0	0	0	0	0	0
chr4:177309400-177310500;prm:NEIL3:177309836:+;-	8	10	7	25	3	3	6	3	1	1
chr4:177309400-177310500;prm:NEIL3:177309836:+;+	4	5	0	70	0	0	0	0	0	0
chr4:177441050-177441700;enhP:AGA:177442503:-;+	5	4	8	9	1	0	0	0	0	0
chr4:177441750-177442500;prm:AGA:177442503:-;-	115	189	147	308	46	13	20	11	5	2
chr4:177441750-177442500;prm:AGA:177442503:-;+	39	53	46	110	13	5	8	5	5	1
chr4:180057950-180058100;enhD:LOC90768:182144515:-;-	0	0	0	1	0	0	0	0	0	0
chr4:180057950-180058100;enhD:LOC90768:182144515:-;+	0	0	0	3	0	0	0	0	0	0
chr4:180058750-180058950;enhD:LOC90768:182144515:-;-	0	0	0	7	0	0	0	0	0	0
chr4:180058750-180058950;enhD:LOC90768:182144515:-;+	0	0	0	2	0	0	0	0	0	0
chr4:180059300-180059500;enhD:LOC90768:182144515:-;-	0	0	0	3	0	0	0	0	0	0
chr4:180059300-180059500;enhD:LOC90768:182144515:-;+	0	0	0	1	0	0	0	0	0	0
chr4:182143850-182144250;enhP:LOC90768:182144515:-;+	0	0	0	5	0	0	0	0	0	0
chr4:182144450-182145100;prm:LOC90768:182144515:-;-	0	0	0	8	0	0	0	1	0	0
chr4:182144450-182145100;prm:LOC90768:182144515:-;+	1	0	0	22	0	0	0	0	0	0
chr4:182448750-182449050;enhD:LOC90768:182144515:-;-	0	0	0	2	0	0	0	0	0	0
chr4:182448750-182449050;enhD:LOC90768:182144515:-;+	0	0	0	2	0	0	0	0	0	0
chr4:182916450-182917650;prm:DCTD:182917477:-;-	48	84	46	119	17	21	38	11	10	2
chr4:182916450-182917650;prm:DCTD:182917477:-;+	77	201	131	206	34	18	49	17	12	4
chr4:182917750-182918500;enhP:DCTD:182917477:+;-	22	23	29	35	11	6	25	20	8	2
chr4:183097950-183098500;enhP:WWC2:183099309:-;+	0	4	5	4	0	0	0	0	0	0
chr4:183098800-183099500;prm:WWC2-AS2:183099199:-;-	1	7	3	21	0	3	3	0	0	0
chr4:183098800-183099500;prm:WWC2:183099309:+;+	4	8	11	50	3	3	2	1	0	0
chr4:183398100-183398950;enhD:CDKN2AIP:183444590:+;-	6	10	11	51	1	1	0	0	0	0
chr4:183398100-183398950;enhD:CDKN2AIP:183444590:+;+	3	6	2	6	2	1	3	0	1	3
chr4:183407100-183407450;enhD:CDKN2AIP:183444590:+;-	1	7	3	10	0	0	0	0	0	0
chr4:183407100-183407450;enhD:CDKN2AIP:183444590:+;+	5	3	0	13	0	0	0	0	0	0
chr4:183444450-183444750;prm:CDKN2AIP:183444590:+;-	12	33	28	47	5	1	2	5	4	4
chr4:183444450-183444750;prm:CDKN2AIP:183444590:+;+	70	150	91	196	22	7	24	25	7	4
chr4:183445000-183445150;enhP:CDKN2AIP:183444590:+;-	4	6	4	9	2	0	0	0	0	0
chr4:183503800-183505300;prm:LOC389247:183504515:-;-	30	50	40	118	22	55	112	40	17	9
chr4:183503800-183505300;prm:ING2:183505049:+;+	38	69	65	120	13	56	120	68	28	12
chr4:183505550-183505700;enhP:ING2:183506081:-;+	1	2	1	3	0	4	7	1	7	0
chr4:183505950-183506250;prm:ING2:183506081:+;-	25	57	36	121	13	6	3	2	0	0
chr4:183505950-183506250;prm:ING2:183506081:+;+	23	46	42	60	2	10	7	1	0	0
chr4:183658950-183659450;prm:RWDD4:183659219:-;-	12	23	24	37	15	0	0	0	1	1
chr4:183658950-183659450;prm:TRAPPC11:183659266:+;+	59	132	120	222	48	17	91	72	15	5
chr4:183722650-183723000;enhG:TRAPPC11:183659266:+;-	1	0	0	8	0	1	3	4	0	0
chr4:183798000-183798250;prm:STOX2:183798021:+;-	0	0	0	3	2	0	0	0	0	0
chr4:183798000-183798250;prm:STOX2:183798021:+;+	0	0	0	0	0	0	0	0	0	0
chr4:183905450-183905800;prm:STOX2:183905355:+;-	0	0	0	3	0	0	0	0	0	0
chr4:183905450-183905800;prm:STOX2:183905355:+;+	0	0	0	4	0	0	0	0	0	0
chr4:183906600-183906750;enhG:STOX2:183798021:+;-	0	0	0	1	0	0	0	0	0	0
chr4:183987950-183988400;enhG:STOX2:183798021:+;-	0	2	0	10	0	0	0	0	0	0
chr4:184230250-184230400;enhD:IRF2:184474572:-;-	0	0	0	0	0	0	0	0	0	0
chr4:184230250-184230400;enhD:IRF2:184474572:-;+	0	1	1	0	0	0	0	0	0	0
chr4:184267300-184267550;enhD:IRF2:184474572:-;-	1	1	2	3	3	0	0	0	0	0
chr4:184267300-184267550;enhD:IRF2:184474572:-;+	0	0	1	0	0	0	0	0	0	0
chr4:184267600-184268500;enhD:IRF2:184474572:-;-	32	44	27	75	7	2	3	0	3	0
chr4:184267600-184268500;enhD:IRF2:184474572:-;+	73	94	87	163	21	4	23	8	3	2
chr4:184292950-184293800;enhD:IRF2:184474572:-;-	16	30	17	40	8	0	0	0	0	0
chr4:184292950-184293800;enhD:IRF2:184474572:-;+	0	1	1	3	0	0	0	0	0	0
chr4:184343550-184344000;enhD:IRF2:184474572:-;-	19	24	26	46	5	1	4	6	0	0
chr4:184343550-184344000;enhD:IRF2:184474572:-;+	9	16	11	18	5	0	6	0	0	0
chr4:184346600-184346850;enhD:IRF2:184474572:-;-	3	1	6	4	1	0	0	0	0	0
chr4:184346600-184346850;enhD:IRF2:184474572:-;+	1	2	4	4	1	0	0	0	0	0
chr4:184347200-184347650;enhD:IRF2:184474572:-;-	10	20	11	32	14	0	0	0	0	0
chr4:184347200-184347650;enhD:IRF2:184474572:-;+	19	30	21	54	13	0	5	2	0	0
chr4:184417200-184417500;enhG:IRF2:184474572:-;+	5	1	4	8	2	2	1	7	0	0
chr4:184472300-184473900;enhP:IRF2:184474572:-;+	46	115	73	133	36	12	36	23	25	5
chr4:184473950-184474850;prm:IRF2:184474572:-;-	57	104	96	185	40	5	23	22	10	4
chr4:184473950-184474850;prm:IRF2:184474572:-;+	20	25	29	52	22	0	8	1	0	0
chr4:184475250-184475850;enhP:IRF2:184474572:+;-	2	8	7	12	1	0	3	0	0	0
chr4:184503900-184504450;enhD:IRF2:184474572:-;-	6	2	1	7	0	0	0	0	0	0
chr4:184503900-184504450;enhD:IRF2:184474572:-;+	2	4	3	3	1	0	0	0	0	1
chr4:184536450-184538300;enhD:IRF2:184474572:-;-	149	233	200	378	85	8	9	17	0	1
chr4:184536450-184538300;enhD:IRF2:184474572:-;+	27	58	55	88	27	2	10	3	0	0
chr4:184538350-184538500;enhD:IRF2:184474572:-;-	0	0	0	0	0	0	0	0	0	0
chr4:184538350-184538500;enhD:IRF2:184474572:-;+	2	0	2	3	0	0	0	0	0	0
chr4:184648350-184648850;enhP:CASP3:184649475:-;+	7	8	7	15	3	2	4	7	0	0
chr4:184649350-184649950;prm:CASP3:184649475:-;-	144	155	89	353	70	6	27	24	43	19
chr4:184649350-184649950;prm:PRIMPOL:184649612:+;+	29	40	33	78	9	3	11	1	3	1
chr4:184733250-184733650;enhD:PRIMPOL:184649612:+;-	0	0	0	4	0	0	0	0	0	0
chr4:184733250-184733650;enhD:PRIMPOL:184649612:+;+	0	1	0	4	0	0	0	0	0	0
chr4:184813550-184813900;enhG:ACSL1:184826114:-;+	5	13	14	15	9	0	5	0	0	0
chr4:184815100-184815200;enhG:ACSL1:184826114:-;+	0	0	0	0	1	0	0	0	0	0
chr4:184825100-184825750;enhP:ACSL1:184826114:-;+	2	6	4	2	0	3	3	9	4	2
chr4:184825800-184827200;prm:ACSL1:184826114:-;-	142	225	148	358	80	18	77	21	23	6
chr4:184825800-184827200;prm:ACSL1:184826114:-;+	163	317	299	475	118	30	52	10	12	3
chr4:184850450-184850700;enhP:MIR3945:184851110:-;+	0	0	0	2	0	0	0	0	0	0
chr4:184851050-184851500;prm:MIR3945:184851110:-;-	22	32	32	54	22	0	6	1	0	0
chr4:184851050-184851500;prm:MIR3945:184851110:-;+	2	2	2	2	1	0	0	0	0	0
chr4:184854650-184855050;enhD:MIR3945:184851110:-;-	1	8	5	10	3	0	0	0	0	0
chr4:184854650-184855050;enhD:MIR3945:184851110:-;+	3	0	11	8	1	1	10	0	0	0
chr4:184855150-184855400;enhD:MIR3945:184851110:-;-	1	1	1	1	0	0	0	0	0	0
chr4:184855150-184855400;enhD:MIR3945:184851110:-;+	1	9	3	6	4	0	0	0	0	0
