id	P1	P1r	P1n	P1nh	P2	P6	P33	P36	P45	P46	P52	P53	P54	P55
IGIP	2	13	8	3	0	2	0	1	4	2	0	0	0	0
LOC101929719	6	17	12	8	2	8	0	0	7	0	1	2	0	5
CYSTM1	112	381	224	186	76	55	40	4	35	13	32	20	28	67
PFDN1	91	290	154	87	30	38	21	1	28	5	20	19	13	18
HBEGF	5	66	16	17	5	6	21	4	1	3	6	3	1	6
SLC4A9	1	9	1	5	1	1	2	0	0	0	0	0	0	2
SLC4A9	1	9	1	5	1	1	2	0	0	0	0	0	0	2
SLC4A9	1	9	1	5	1	1	2	0	0	0	0	0	0	2
SLC4A9	1	9	1	5	1	1	2	0	0	0	0	0	0	2
ANKHD1	288	740	578	446	139	216	356	29	351	147	226	117	216	257
ANKHD1	288	740	578	446	139	216	356	29	351	147	226	117	216	257
ANKHD1	288	740	578	446	139	216	356	29	351	147	226	117	216	257
ANKHD1	489	1307	1082	811	222	312	396	32	428	178	300	173	264	401
ANKHD1-EIF4EBP3	615	1623	1329	1024	272	375	418	33	455	186	370	209	351	466
EIF4EBP3	64	176	116	99	25	36	19	1	13	4	29	12	33	25
SRA1	355	936	587	512	202	64	145	17	80	76	82	58	83	115
SRA1	355	936	587	512	202	64	145	17	80	76	82	58	83	115
SRA1	362	952	603	529	203	70	150	17	80	79	83	60	91	115
SRA1	362	952	603	529	203	70	150	17	80	79	83	60	91	115
APBB3	130	334	227	159	51	60	127	9	48	58	66	16	22	39
APBB3	130	334	227	159	51	60	127	9	48	58	66	16	22	39
APBB3	130	334	227	159	51	60	127	9	48	58	66	16	22	39
APBB3	130	334	227	159	51	60	127	9	48	58	66	16	22	39
MIR6831	0	1	2	0	1	5	2	0	0	0	0	0	0	0
SLC35A4	153	271	188	126	63	32	63	3	51	36	28	9	7	8
CD14	158	340	293	221	61	4	9	1	2	0	9	3	1	1
CD14	161	345	294	222	61	4	9	1	2	0	9	3	1	1
CD14	161	345	294	222	61	4	9	1	2	0	9	3	1	1
CD14	161	345	294	222	61	4	9	1	2	0	9	3	1	1
TMCO6	131	306	193	156	85	13	8	2	10	3	2	2	0	4
TMCO6	131	306	193	156	85	13	8	2	10	3	2	2	0	4
TMCO6	131	306	193	156	85	13	8	2	10	3	2	2	0	4
NDUFA2	56	178	107	78	37	17	50	6	38	26	17	12	8	38
NDUFA2	56	178	107	78	37	17	50	6	38	26	17	12	8	38
NDUFA2	56	178	107	78	37	17	50	6	38	26	17	12	8	38
IK	207	493	311	288	95	74	214	17	194	118	49	36	59	136
MIR3655	119	251	150	117	60	27	122	11	113	80	22	18	17	76
WDR55	113	286	169	160	58	18	20	2	29	9	5	2	1	11
DND1	9	22	19	10	0	3	1	0	0	0	0	0	0	1
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS	82	265	172	106	49	17	1	0	5	2	10	6	9	7
HARS2	128	377	264	254	62	8	0	0	0	1	0	0	0	4
HARS2	128	377	264	254	62	8	0	0	0	1	0	0	0	4
HARS2	128	377	264	254	62	8	0	0	0	1	0	0	0	4
ZMAT2	61	152	122	101	33	16	17	2	2	3	6	13	3	13
VTRNA1-1	19	166	55	54	11	7	11	3	23	31	12	25	24	14
VTRNA1-2	2	145	6	0	0	1	3	0	0	1	14	9	0	5
VTRNA1-3	1	2	4	2	0	2	8	0	6	2	0	0	0	0
PCDHA1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA1	6	68	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA1	6	68	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA2	0	0	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA2	0	5	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA2	6	68	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA3	0	2	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA3	6	66	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA4	0	0	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA4	6	63	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA5	0	0	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA5	5	62	6	4	0	2	2	0	1	1	3	3	11	3
PCDHA6	0	1	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA6	5	61	6	3	0	2	2	0	1	1	2	3	11	3
PCDHA6	5	61	6	3	0	2	2	0	1	1	2	3	11	3
PCDHA7	0	1	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA7	5	58	6	3	0	2	2	0	1	1	2	3	11	2
PCDHA8	0	3	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA8	5	55	6	3	0	2	2	0	1	1	2	2	11	2
PCDHA9	0	0	2	0	0	0	1	0	1	0	1	0	1	0
PCDHA9	5	52	6	3	0	2	2	0	1	1	2	2	11	2
PCDHA10	0	1	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA10	5	50	6	3	0	2	1	0	1	1	1	2	10	2
PCDHA10	5	50	6	3	0	2	1	0	1	1	1	2	10	2
PCDHA11	0	1	2	0	0	0	0	0	1	0	0	0	0	0
PCDHA11	5	48	6	3	0	2	1	0	1	1	1	2	10	2
PCDHA12	0	5	0	0	0	0	0	0	1	0	0	0	0	0
PCDHA12	5	47	4	3	0	2	1	0	1	1	1	2	10	2
PCDHA13	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PCDHA13	5	41	4	3	0	2	1	0	1	1	1	2	10	2
PCDHAC1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PCDHAC1	5	34	4	2	0	2	0	0	1	1	1	1	8	1
PCDHAC2	0	26	4	2	0	2	0	0	1	1	0	0	8	1
PCDHAC2	0	4	0	0	0	0	0	0	1	0	0	0	0	0
LOC101926905	3	2	0	1	0	0	0	0	0	0	1	0	0	0
PCDHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB2	1	3	0	1	0	0	0	0	0	0	0	0	0	0
PCDHB3	0	8	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB4	0	2	0	0	0	0	0	0	0	2	0	0	0	0
PCDHB5	0	5	0	3	0	0	0	0	0	0	0	0	0	0
PCDHB6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB6	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB17P	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCDHB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB8	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB16	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB9	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PCDHB10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB11	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PCDHB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB13	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB14	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PCDHB18P	0	1	0	0	0	0	0	0	0	0	2	0	0	0
PCDHB19P	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB15	0	4	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A2	2	5	4	0	0	0	0	0	0	0	4	1	0	1
TAF7	199	617	361	289	92	71	241	13	103	38	43	20	24	11
PCDHGA1	1	3	4	0	0	0	9	0	0	1	0	0	0	0
PCDHGA1	8	110	24	20	9	7	15	3	8	7	10	7	2	9
PCDHGA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA2	7	105	20	20	9	5	6	2	8	6	10	7	2	9
PCDHGA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA3	7	105	20	20	9	5	6	2	8	6	10	7	2	9
PCDHGB1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB1	7	102	20	19	9	5	6	2	8	6	10	7	2	9
PCDHGA4	0	1	0	0	0	0	3	0	0	0	0	0	0	0
PCDHGA4	7	101	20	19	9	5	6	2	8	6	10	7	2	9
PCDHGB2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB2	5	97	20	19	9	5	3	1	5	5	10	7	2	9
PCDHGA5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA5	5	95	20	19	9	5	3	1	5	5	10	7	2	9
PCDHGB3	0	2	1	2	1	0	0	0	0	0	2	1	1	1
PCDHGB3	5	93	18	19	9	5	3	1	5	5	10	7	2	9
PCDHGA6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PCDHGA6	5	91	17	17	8	5	3	1	5	5	8	6	1	8
PCDHGA7	0	3	1	1	0	0	0	0	0	0	3	0	0	1
PCDHGA7	5	91	15	17	8	3	3	1	5	5	8	6	1	8
PCDHGB4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB4	5	88	14	13	7	3	3	1	5	5	5	5	1	4
PCDHGA8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCDHGA8	5	85	14	13	7	3	3	1	5	5	5	5	1	4
PCDHGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB5	4	84	13	12	7	3	3	1	5	5	5	5	1	4
PCDHGA9	0	2	0	0	1	0	0	0	0	0	0	0	0	0
PCDHGA9	4	83	13	12	7	3	3	1	5	5	2	5	1	4
PCDHGB6	0	0	2	0	0	1	2	1	1	3	0	0	0	0
PCDHGB6	4	80	13	12	6	3	3	1	2	5	2	5	1	4
PCDHGA10	0	9	1	0	0	0	0	0	0	0	0	0	0	0
PCDHGA10	4	73	11	12	6	2	1	0	1	2	2	5	1	3
PCDHGB7	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PCDHGB7	4	63	9	12	6	2	1	0	1	2	2	5	1	2
PCDHGA11	1	6	2	1	1	0	0	0	0	0	0	0	0	0
PCDHGA11	4	62	9	11	6	1	1	0	1	2	2	5	1	2
PCDHGA11	4	62	9	11	6	1	1	0	1	2	2	5	1	2
PCDHGB8P	1	4	0	0	0	0	0	0	0	2	0	0	0	0
PCDHGA12	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PCDHGA12	2	52	7	10	5	0	1	0	1	0	2	5	1	2
PCDHGC3	0	30	0	1	0	0	0	0	0	0	0	0	0	0
PCDHGC3	0	43	7	2	0	0	0	0	1	0	1	1	1	2
PCDHGC3	0	43	7	2	0	0	0	0	1	0	1	1	1	2
PCDHGC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC4	0	12	7	0	0	0	0	0	0	0	0	1	1	2
PCDHGC5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC5	0	10	6	0	0	0	0	0	0	0	0	1	1	2
DIAPH1	406	1115	1106	708	212	243	143	18	146	84	140	111	167	216
DIAPH1	406	1115	1106	708	212	243	143	18	146	84	140	111	167	216
DIAPH1	406	1115	1106	708	212	243	143	18	146	84	140	111	167	216
LOC100505658	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HDAC3	158	594	407	312	77	33	41	3	20	30	22	13	9	11
RELL2	12	117	37	38	22	6	14	3	7	2	3	0	1	1
RELL2	12	117	37	38	22	6	14	3	7	2	3	0	1	1
FCHSD1	68	176	137	87	29	31	11	1	11	9	20	13	15	24
ARAP3	268	652	536	441	111	73	9	2	7	7	29	13	22	14
PCDH1	4	132	20	14	5	3	12	0	3	1	2	1	1	0
PCDH1	0	8	2	1	1	0	0	0	0	0	0	0	0	0
PCDH1	0	14	2	2	1	0	0	0	0	0	0	0	0	0
PCDH1	4	114	19	14	5	2	12	0	3	1	0	1	0	0
LOC729080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0141	126	340	236	196	57	47	28	5	17	22	38	16	58	17
KIAA0141	126	340	236	196	57	47	28	5	17	22	38	16	58	17
PCDH12	1	3	2	0	1	2	3	0	1	1	1	2	0	1
RNF14	190	459	314	215	82	61	52	11	73	26	31	22	39	17
RNF14	190	459	314	215	82	61	52	11	73	26	31	22	39	17
RNF14	189	453	304	212	82	61	52	11	73	26	30	20	39	14
RNF14	189	453	304	212	82	61	52	11	73	26	30	20	39	14
RNF14	189	453	304	212	82	61	52	11	73	26	30	20	39	14
RNF14	187	442	301	210	82	59	50	11	67	24	30	20	39	14
GNPDA1	51	158	110	76	22	15	21	5	19	17	2	1	0	0
NDFIP1	259	719	504	414	133	137	152	20	205	87	105	42	46	153
SPRY4	1	0	0	0	0	0	0	0	0	0	1	0	0	2
SPRY4	1	0	0	0	0	0	0	0	0	0	1	0	0	2
SPRY4	1	3	0	0	0	0	0	0	0	0	1	0	0	2
SPRY4	1	3	0	0	0	0	0	0	0	0	1	0	0	2
SPRY4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926941	26	94	74	55	20	33	50	0	17	9	9	13	3	6
FGF1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
FGF1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
FGF1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
FGF1	0	0	1	1	1	0	0	0	0	0	1	1	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
FGF1	0	0	1	1	1	1	0	0	0	0	4	3	0	0
LOC101926975	1	2	1	4	4	0	1	0	2	0	0	0	1	3
ARHGAP26	3346	7850	8253	6462	2126	1130	580	90	665	419	1366	980	1535	2765
ARHGAP26	3346	7850	8253	6462	2126	1130	580	90	665	419	1366	980	1535	2765
ARHGAP26-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARHGAP26-IT1	7	20	29	18	10	7	0	0	0	1	5	5	2	15
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	575	1279	1461	1076	354	288	275	37	248	104	297	204	315	491
NR3C1	672	1462	1590	1180	387	350	441	48	349	146	360	231	347	529
NR3C1	793	1736	1789	1346	473	385	564	58	390	166	382	237	360	539
NR3C1	793	1736	1789	1346	473	385	564	58	390	166	382	237	360	539
NR3C1	793	1736	1789	1346	473	385	564	58	390	166	382	237	360	539
NR3C1	519	1118	1278	946	303	255	273	35	238	101	265	181	266	464
MIR5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMHB1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
YIPF5	72	221	136	132	29	25	69	2	29	14	23	8	6	15
YIPF5	72	221	136	132	29	25	69	2	29	14	23	8	6	15
YIPF5	72	221	136	132	29	25	69	2	29	14	23	8	6	15
KCTD16	21	75	42	22	11	7	32	2	18	6	2	9	3	5
PRELID2	9	88	22	21	4	1	1	0	0	4	2	5	6	6
PRELID2	9	88	22	21	4	1	1	0	0	4	2	5	6	6
PRELID2	9	88	22	21	4	1	1	0	0	4	2	5	6	6
GRXCR2	1	0	1	0	0	0	0	0	0	0	0	0	1	0
SH3RF2	0	8	3	1	0	1	2	1	3	1	2	1	1	1
PLAC8L1	7	42	10	2	1	3	2	1	0	0	2	0	1	0
LARS	68	415	151	101	47	37	33	2	18	7	12	3	5	7
LARS	68	415	151	101	47	37	33	2	18	7	12	3	5	7
LARS	68	415	151	101	47	37	33	2	18	7	12	3	5	7
LARS	68	415	151	101	47	37	33	2	18	7	12	3	5	7
RBM27	182	542	470	376	102	86	80	7	100	23	48	27	56	73
POU4F3	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TCERG1	148	570	281	221	71	64	75	6	96	30	43	29	40	69
TCERG1	148	570	281	221	71	64	75	6	96	30	43	29	40	69
GPR151	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPP2R2B	68	137	176	88	18	65	39	7	77	22	23	19	30	41
PPP2R2B	68	137	176	88	18	65	39	7	77	22	23	19	30	41
PPP2R2B	68	137	176	88	18	65	39	7	77	22	23	19	30	41
PPP2R2B	70	138	178	88	18	65	39	7	77	22	23	19	30	41
PPP2R2B	70	139	180	89	18	65	39	7	79	22	25	21	31	45
PPP2R2B	70	139	180	89	18	65	39	7	79	22	25	21	31	45
PPP2R2B	70	139	180	89	18	65	39	7	79	22	26	23	31	46
PPP2R2B	70	139	180	89	18	65	39	7	79	22	26	23	31	46
PPP2R2B	70	139	180	89	18	65	39	7	79	22	26	23	31	46
PPP2R2B	70	139	180	89	18	65	39	7	79	22	26	23	31	46
PPP2R2B-IT1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
STK32A	1	0	0	1	1	0	0	0	1	0	0	4	0	3
STK32A	1	0	0	1	1	0	0	0	1	0	0	9	1	4
STK32A	1	0	0	1	1	0	0	0	1	0	0	9	1	4
DPYSL3	1	36	2	0	1	0	2	0	0	1	1	5	0	1
DPYSL3	3	46	2	0	2	0	2	0	0	2	3	9	3	3
JAKMIP2-AS1	0	3	2	2	0	0	3	0	0	0	4	3	1	4
JAKMIP2	82	202	158	104	21	14	20	2	47	11	13	6	9	18
JAKMIP2	82	202	158	104	21	14	20	2	47	11	13	6	9	18
JAKMIP2	82	202	158	104	21	14	20	2	47	11	13	6	9	18
JAKMIP2	82	202	158	104	21	14	20	2	47	11	13	6	9	18
SPINK1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A2	0	2	4	1	0	0	0	0	0	0	0	0	0	0
C5orf46	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPINK5	0	5	1	1	1	0	1	0	0	0	3	3	1	1
SPINK5	0	5	1	1	1	0	1	0	0	0	3	3	1	1
SPINK5	0	5	1	1	1	0	1	0	0	0	3	3	1	1
SPINK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102546294	89	292	171	139	48	26	77	8	72	26	20	12	4	11
SPINK13	1	3	1	0	0	0	0	0	0	0	0	1	0	1
SPINK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO38	320	784	693	575	182	107	94	7	76	28	84	35	60	72
FBXO38	320	784	693	575	182	107	94	7	76	28	84	35	60	72
HTR4	0	0	2	2	0	0	0	0	0	2	0	4	2	5
HTR4	0	0	2	2	0	0	0	0	0	2	0	4	2	5
HTR4	0	0	2	2	0	0	0	0	0	2	0	3	2	4
HTR4	0	0	2	2	0	0	0	0	0	2	0	3	2	4
HTR4	0	0	2	2	0	0	0	0	0	2	0	3	2	4
HTR4	0	0	3	2	0	0	0	0	0	2	0	3	2	4
HTR4	0	0	3	2	0	0	0	0	0	2	0	3	2	4
ADRB2	285	721	408	363	151	94	352	25	200	83	102	54	52	131
SH3TC2	2	2	5	0	1	0	0	0	0	0	0	1	0	1
MIR584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC255187	0	1	0	0	1	0	0	0	0	0	0	1	0	0
ABLIM3	4	13	7	10	2	0	0	0	0	2	4	1	0	2
ABLIM3	4	13	7	10	2	0	0	0	0	2	4	1	0	2
ABLIM3	4	13	7	10	2	0	0	0	0	2	4	1	0	2
ABLIM3	4	13	7	10	2	0	0	0	0	2	4	1	0	2
ABLIM3	4	13	7	10	2	0	0	0	0	2	4	1	0	2
AFAP1L1	3	35	2	0	2	0	1	0	0	1	1	0	0	1
AFAP1L1	3	44	5	0	3	1	1	0	0	1	2	0	0	1
AFAP1L1	3	44	5	0	3	1	1	0	0	1	2	0	0	1
AFAP1L1	3	44	5	0	3	1	1	0	0	1	2	0	0	1
GRPEL2	78	207	161	133	27	13	9	0	0	1	1	3	1	0
GRPEL2-AS1	12	24	14	6	0	2	7	2	7	0	6	3	3	5
PCYOX1L	76	246	142	117	24	35	17	4	9	4	6	3	1	1
PCYOX1L	76	246	142	117	24	35	17	4	9	4	6	3	1	1
PCYOX1L	76	246	142	117	24	35	17	4	9	4	6	3	1	1
IL17B	0	0	2	0	0	0	0	0	0	0	0	1	2	0
IL17B	1	1	3	0	0	0	0	0	0	0	2	1	2	2
CARMN	2	4	3	3	0	0	0	0	1	1	1	1	1	1
CARMN	2	4	3	3	0	0	0	0	1	1	1	1	1	1
MIR143	0	0	0	0	0	0	0	0	0	1	0	0	1	0
MIR145	2	2	0	0	0	0	0	0	0	1	0	0	1	0
CSNK1A1	194	622	557	417	113	126	101	12	127	62	115	81	104	142
CSNK1A1	294	896	729	573	162	171	175	18	181	92	152	99	117	164
CSNK1A1	294	896	729	573	162	171	175	18	181	92	152	99	117	164
CSNK1A1	294	896	729	573	162	171	175	18	181	92	152	99	117	164
ARHGEF37	0	23	2	5	0	0	1	0	0	1	0	1	1	0
PPARGC1B	50	433	120	138	23	58	39	1	22	9	45	26	22	31
PPARGC1B	50	433	120	138	23	58	39	1	22	9	45	26	22	31
MIR378A	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PPARGC1B	15	186	62	54	9	39	5	1	3	4	30	12	10	21
PDE6A	1	0	4	0	0	1	2	1	3	0	4	2	3	2
LOC644762	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC26A2	38	184	68	66	18	11	5	0	0	1	6	1	3	1
TIGD6	62	225	77	63	21	4	17	2	11	1	3	1	1	1
TIGD6	64	232	79	66	21	6	29	4	13	2	3	1	1	1
HMGXB3	136	494	252	192	88	57	35	19	29	15	33	34	23	26
CSF1R	115	262	293	232	63	82	5	4	2	7	10	8	6	11
CSF1R	115	262	293	232	63	82	5	4	2	7	10	8	6	11
CSF1R	116	264	294	232	64	82	5	4	2	7	10	11	6	11
PDGFRB	18	26	28	10	1	2	3	1	4	2	4	2	0	1
CDX1	1	1	0	0	0	0	0	0	0	1	0	1	0	2
SLC6A7	1	0	2	0	0	0	1	0	0	1	1	2	0	1
CAMK2A	0	5	2	3	1	1	3	0	0	0	1	0	2	4
CAMK2A	0	5	2	3	1	1	3	0	0	0	1	0	2	4
ARSI	0	4	1	0	1	1	1	0	0	0	0	0	0	0
TCOF1	62	287	106	105	47	33	32	1	24	29	36	41	35	32
TCOF1	80	391	142	140	54	44	35	1	34	30	70	51	55	41
TCOF1	80	391	142	140	54	44	35	1	34	30	70	51	55	41
TCOF1	80	391	142	140	54	44	35	1	34	30	70	51	55	41
TCOF1	80	391	142	140	54	44	35	1	34	30	70	51	55	41
TCOF1	80	391	142	140	54	44	35	1	34	30	70	51	55	41
CD74	399	732	650	445	171	313	597	60	345	200	258	120	180	210
CD74	399	732	650	445	171	313	597	60	345	200	258	120	180	210
CD74	399	732	650	445	171	313	597	60	345	200	258	120	180	210
RPS14	142	471	282	185	67	46	31	3	33	18	29	9	3	17
RPS14	142	471	282	185	67	46	31	3	33	18	29	9	3	17
RPS14	142	471	282	185	67	46	31	3	33	18	29	9	3	17
LOC102546298	5	47	21	5	2	3	17	0	1	7	5	2	6	2
NDST1	121	404	313	204	28	91	58	8	34	31	95	43	96	48
NDST1	100	360	274	175	23	80	29	6	23	19	73	32	66	38
SYNPO	10	44	19	6	0	5	0	0	2	1	6	0	2	0
SYNPO	8	42	18	6	0	5	0	0	2	1	6	0	1	0
SYNPO	3	9	7	0	0	0	0	0	1	1	6	0	1	0
SYNPO	28	111	35	20	5	3	0	0	2	2	6	0	1	0
MYOZ3	1	61	2	0	0	2	0	0	1	0	1	1	0	0
MYOZ3	1	61	2	0	0	2	0	0	1	0	1	1	0	0
RBM22	160	431	248	213	91	69	158	13	111	66	72	52	84	74
DCTN4	124	364	320	234	79	70	50	7	43	27	46	27	55	53
DCTN4	189	501	404	312	96	75	69	11	55	39	47	30	55	59
DCTN4	189	501	404	312	96	75	69	11	55	39	47	30	55	59
SMIM3	25	140	84	76	33	14	37	0	14	14	11	4	9	8
IRGM	6	20	9	7	3	8	71	3	4	7	0	1	0	2
ZNF300	14	30	23	10	8	0	2	0	0	0	1	3	1	1
ZNF300	14	30	23	10	8	0	2	0	0	0	1	3	1	1
ZNF300	14	30	23	10	8	0	2	0	0	0	1	3	1	1
ZNF300P1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
GPX3	9	74	28	26	17	11	30	1	9	2	3	0	0	3
TNIP1	188	454	523	377	76	138	211	22	150	94	105	40	46	73
TNIP1	188	454	523	377	76	138	211	22	150	94	105	40	46	73
TNIP1	331	911	894	693	159	218	440	37	276	161	209	92	133	142
TNIP1	331	911	894	693	159	218	440	37	276	161	209	92	133	142
TNIP1	331	911	894	693	159	218	440	37	276	161	209	92	133	142
TNIP1	331	911	894	693	159	218	440	37	276	161	209	92	133	142
TNIP1	331	911	894	693	159	218	441	38	278	161	209	92	133	142
TNIP1	341	942	920	707	165	270	713	54	391	217	243	110	148	174
TNIP1	341	942	920	707	165	270	713	54	391	217	243	110	148	174
TNIP1	344	944	922	707	165	273	715	54	395	219	244	111	149	176
ANXA6	112	286	324	162	46	133	67	16	104	35	113	50	54	41
ANXA6	202	563	526	300	89	165	77	19	109	38	128	60	72	63
CCDC69	621	1611	1225	968	433	145	216	20	93	71	88	59	112	107
GM2A	25	107	56	47	25	11	14	2	5	8	6	2	0	4
GM2A	25	107	56	47	25	11	14	2	5	8	6	2	0	4
SLC36A3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SLC36A3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SLC36A2	1	1	0	1	0	0	0	0	0	0	0	0	0	0
SLC36A1	79	230	184	155	62	6	8	0	0	0	12	5	13	7
SLC36A1	89	264	222	175	67	17	9	1	0	1	13	5	13	7
SLC36A1	105	324	265	212	84	32	10	1	2	2	17	13	55	17
FAT2	2	1	0	0	1	0	0	0	0	0	2	0	0	0
MIR6499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	1	24	3	1	1	0	2	0	0	1	0	0	0	1
SPARC	1	24	3	1	1	0	2	0	0	1	0	0	0	1
SPARC	1	24	3	1	1	0	2	0	0	1	0	0	0	1
CTB-113P19.1	0	5	0	0	0	0	1	0	0	1	0	0	0	0
ATOX1	103	359	146	144	47	29	104	11	40	21	25	12	17	28
LOC100652758	282	750	465	429	139	63	120	18	45	31	18	8	5	14
LOC100652758	285	756	468	433	140	65	142	20	58	36	19	15	6	14
G3BP1	396	1038	517	379	145	186	325	19	136	70	90	60	80	80
G3BP1	396	1038	517	379	145	186	325	19	136	70	90	60	80	80
GLRA1	9	13	2	3	0	0	2	0	3	1	5	4	3	5
GLRA1	9	13	2	3	0	0	2	0	3	1	5	4	3	5
GLRA1	9	13	2	3	0	0	2	0	3	1	5	4	3	5
